アニメシリーズID,メディア,タイトル,よみがな,開始年月日,終了年月日,放送局／劇場／販売元,原作,uri
ANS000519900,TV,忍たま乱太郎［第12期］,ニンタマ　ランタロウ　ダイジュウニキ,2004/04/05,2005/04/01,-,-,http://mediaarts-db.jp/an/anime_series/9053
ANS000520000,TV,えいごでいっしょ! WAKU★WAKU ペンギー★ DOKI▼DOKI アドベンチャー,エイゴデイッショ！ワクワク　ベンキード　キドキアド　ベンチャー,2003/08/04,2003/10/27,-,-,http://mediaarts-db.jp/an/anime_series/9055
ANS000520100,TV,みらくる! ぱんぞう,ミラクルパンゾウ,2004/04/18,2005/03/20,NHK教育,つるおかけんじ,http://mediaarts-db.jp/an/anime_series/9057
ANS000520200,TV,ぴりっとQ［第2期］,ピリットキュー　ダイニキ,2004/05/13,2004/06/11,-,-,http://mediaarts-db.jp/an/anime_series/9059
ANS000520300,TV,U.H.O. フューチャーレスキュー2061,ユー．エイチ．オー.　フューチャーレスキューニイゼロロクイチ,2004/06/22,2007/05/16,-,-,http://mediaarts-db.jp/an/anime_series/9061
ANS000520600,TV,GANTZ ［地上波未放送篇］,ガンツ　〔チジョウハミホウソウヘン〕,2004/08/26,2004/11/18,-,-,http://mediaarts-db.jp/an/anime_series/9063
ANS000520900,TV,MUSHIOTOKO,ムシオトコ,2004,-,-,-,http://mediaarts-db.jp/an/anime_series/9065
ANS000521300,TV,［ぶんちゃかトリオ］,ブンチャカトリオ,2004/04/08,2009/05/01,NHK ETV,-,http://mediaarts-db.jp/an/anime_series/9067
ANS000521400,TV,わたしのきもち[パイロット],ワタシノ　キモチ［パイロット］,2004/01/01,-,NHK ETV,-,http://mediaarts-db.jp/an/anime_series/9069
ANS000521700,OVA,サンリオ世界名作アニメーションclassｉc,サンリオセカイメイサクアニメーションクラシック,2004/06/16,-,-,-,http://mediaarts-db.jp/an/anime_series/9071
ANS000522000,OVA,サンリオ世界名作アニメーションclassｉc ベスト スペシャルDVD-BOX,サンリオセカイメイサクアニメーションクラシックベスト　スペシャルDVD-BOX,2004/06/16,-,-,-,http://mediaarts-db.jp/an/anime_series/9075
ANS000522100,OVA,SEXFRIEND～セックスフレンド～,セックスフレンド,2004/01/22,-,-,CodePink,http://mediaarts-db.jp/an/anime_series/9077
ANS000522400,OVA,天罰 エンジェルラビィ☆,テンバツ エンジェルラビィ,2004/01/23,-,東芝エンタテインメント　／　メディアファクトリー,-,http://mediaarts-db.jp/an/anime_series/9079
ANS000522600,OVA,SHADOW SKILL-クルダ流交殺法の秘密-,シャドースキル-クルダリュウコウサッポウノヒミツ-,2004/02/10,-,ティー・アンド・エム,岡田芽武,http://mediaarts-db.jp/an/anime_series/9081
ANS000522800,OVA,制服処女 THE ANIMATION,セイフクショウジョ　ジ　アニメーション,2004/02/27,-,-,鬼ノ仁,http://mediaarts-db.jp/an/anime_series/9085
ANS000522700,OVA,V.G.NEO,ブイジーネオ　／　ヴァリアブルジオネオ,2004/02/25,-,-,-,http://mediaarts-db.jp/an/anime_series/9083
ANS000523200,OVA,アンジェリーク,アンジェリーク,2004/03/17,-,コーエー,-,http://mediaarts-db.jp/an/anime_series/9089
ANS000523100,OVA,Princess Holiday～転がるりんご亭千夜一夜～,プリンセスホリディ～コロガルリンゴテイセンヨイチヤ～,2004/03/25,-,-,-,http://mediaarts-db.jp/an/anime_series/9087
ANS000523600,OVA,人妻コスプレ喫茶,ヒトヅマコスプレキッサ,2004/03/25,-,GPミュージアムソフト、Milky,アトリエかぐや,http://mediaarts-db.jp/an/anime_series/9093
ANS000523400,OVA,ハムちゃんずと虹の国の王子さま～せかいでいちばんのたからもの～,ハムチャンズトニジノクニノオウジサマ　セカイデイチバンノタカラモノ,2004/03/24,-,NULL,河井リツ子,http://mediaarts-db.jp/an/anime_series/9091
ANS000523700,OVA,大YAMATO零号,ダイヤマトゼロゴウ,2004/03/31,-,-,松本零士,http://mediaarts-db.jp/an/anime_series/9095
ANS000524200,OVA,魔法戦士スイートナイツ～ヒロイン凌辱指令～,マホウセンシスイートナイツ～ヒロインリョウジュクシレイ～,2004/04/23,-,販売 :クロスネット,-,http://mediaarts-db.jp/an/anime_series/9099
ANS000523800,OVA,かこさとし おはなしのビデオ,カコサトシ オハナシノビデオ,2004/04/20,-,-,加古里子,http://mediaarts-db.jp/an/anime_series/9097
ANS000524300,OVA,野坂昭如戦争童話集 ウミガメと少年,ノサカアキユキセンソウドウワシュウ ウミガメトショウネン,2004/04/23,-,-,-,http://mediaarts-db.jp/an/anime_series/9101
ANS000524700,OVA,グリーングリーン エロリューションズ,グリーングリーン エロリューションズ,2004/05/28,-,StarLink,-,http://mediaarts-db.jp/an/anime_series/9105
ANS000524600,OVA,STRATOS4,ストラトスフォー,2004/05/28,-,バンダイビジュアル,［原作者］スタジオ・ファンタジア,http://mediaarts-db.jp/an/anime_series/9103
ANS000524900,OVA,STEADY×STUDY,ステディ×スタディ,2004/05/26,-,キングレコード,-,http://mediaarts-db.jp/an/anime_series/9107
ANS000525000,OVA,ファミレス戦士プリン,ファミレスセンシプリン,2004/05/25,-,GPミュージアムソフト,-,http://mediaarts-db.jp/an/anime_series/9109
ANS000525100,OVA,遊星羊飼しゃお,ユウセイヒツジカイシャオ,2004/05,-,-,大木奈翁,http://mediaarts-db.jp/an/anime_series/9111
ANS000525300,OVA,まかせてイルか!,マカセテイルカ,2004/06/10,-,（株） コミックス・ウェーブ・フィルム,原作／大地丙太郎　「まかせてイルか！」徳間書店月刊「アニメージュ」連載（99年10月～01年8月）,http://mediaarts-db.jp/an/anime_series/9113
ANS000525700,OVA,PS2ソフト 機神咆哮デモンベイン DXパック[ゲーム&OVA],PS2ソフト キシンホウコウデモンベイン DXパック[ゲーム&OVA],2004/07/01,-,角川書店,-,http://mediaarts-db.jp/an/anime_series/9115
ANS000526100,OVA,せんせいのお時間 ごーるど,センセイノオジカン ゴールド,2004/08/04,-,-,-,http://mediaarts-db.jp/an/anime_series/9117
ANS000526200,OVA,僕は妹に恋をする,ボクハイモウトニコイヲスル,2004/08/26,-,小学館,青木琴美,http://mediaarts-db.jp/an/anime_series/9119
ANS000526400,OVA,カレイドスター 新たなる翼 -EXTRA STAGE-,カレイドスター アラタナルツバサ -エクストラステージ-,2004/09/24,-,テレビ東京メディアネット,佐藤順一,http://mediaarts-db.jp/an/anime_series/9121
ANS000526600,OVA,一撃殺虫!!ホイホイさん オリジナルアニメーション,イチゲキヒッチュウ!!ホイホイサン オリジナルアニメーション（メディアワークス発行コミック初回限定版同梱DVD）,2004/09/30,-,-,田中久仁彦,http://mediaarts-db.jp/an/anime_series/9123
ANS000526900,OVA,機動戦士ガンダムSEED スペシャルエディション完結編 鳴動の空,キドウセンシガンダムシード　スペシャルエディションカンケツヘン　メイドウノソラ,2004/10/22,-,バンダイビジュアル,矢立肇/富野由悠季,http://mediaarts-db.jp/an/anime_series/9125
ANS000527300,OVA,トップをねらえ2!,トップヲネラエ2　／　トップヲネラエツー,2004/11/26,2006/08/25,バンダイビジュアル,［原作・制作］GAINAX　／　［原案・監督］鶴巻和哉,http://mediaarts-db.jp/an/anime_series/9129
ANS000527000,OVA,AIR prelude,エアー　プレリュード,2004/11/17,-,TBS,Key/ビジュアルアーツ,http://mediaarts-db.jp/an/anime_series/9127
ANS000527400,OVA,ねとらん者 THE MOVIE ＃1 ネットのすみでブログと叫ぶ,ネトランモノ ザ　ムービー 1 ネットノスミデブログトサケブ,2004/11/24,-,-,-,http://mediaarts-db.jp/an/anime_series/9131
ANS000527500,OVA,喪失郷,ソウシツキョウ,2004/11/25,-,-,-,http://mediaarts-db.jp/an/anime_series/9133
ANS000527700,OVA,Maple Colors,マップル　カラーズ,2004/12/25,-,GPミュージアムソフト,クロスネット,http://mediaarts-db.jp/an/anime_series/9135
ANS000527800,OVA,くじびきアンバランス,クジビキアンバランス,2004/12/22,-,-,木尾士目,http://mediaarts-db.jp/an/anime_series/9137
ANS000527900,OVA,とっとこハム太郎はむはむぱらだいちゅ!ハムちゃんずのめざせ!ハムハム金メダル～はしれ!はしれ!だいさくせん～,ハムチャンズノメザセハムハムキンメダル　ハシレ　ハシレダイサクセン,2006/03/29,-,NULL,河井リツ子,http://mediaarts-db.jp/an/anime_series/9139
ANS000528100,OVA,HUNTER×HUNTER Greed Island完結編,ハンターハンターグリードランドカンケツヘン,2004/03/03,2004/06/18,マーベラス・エンターテイメント,POT（富樫義博）（「HUNTER X HUNTER」（集英社　週刊「少年ジャンプ」シリーズ）,http://mediaarts-db.jp/an/anime_series/9141
ANS000528900,OVA,それいけ!アンパンマン「アンパンマンとはじめよう 色・数・形編」,ソレイケアンパンマンアンパンマントハジメヨウ　イロカズカタチ,2004/10/21,-,-,やなせたかし,http://mediaarts-db.jp/an/anime_series/9145
ANS000528800,OVA,それいけ!アンパンマン「おもしろ音楽館2」,ソレイケ！アンパンマン「オモシロオンガクカン2」,2004/10/21,-,-,やなせたかし,http://mediaarts-db.jp/an/anime_series/9143
ANS000531500,OVA,王ドロボウJING in Seventh Heaven 1 Lost in Seventh Heaven,オウドロボウジン イン セブンスヘブン,2004,-,アニプレックス,［原作者］熊倉裕一（講談社「マガジンZ」連載）,http://mediaarts-db.jp/an/anime_series/9152
ANS000530400,OVA,天地無用!秘密鍋,テンチムヨウ！ヒミツナベ,2004/05/26,-,バップ,-,http://mediaarts-db.jp/an/anime_series/9150
ANS000529600,OVA,OVA メモリーズオフ2nd 特別編 Nocturne,オーブイエー　メモリーズオフセカンド　トクベツヘン　ノクターン ＜3000セット完全限定生産＞,2004/03/24,-,サイトロン・デジタルコンテンツ,KID,http://mediaarts-db.jp/an/anime_series/9148
ANS000531800,OVA,Phantom-PHANTOM THE ANIMATION-,ファントム ファントムジアニメーション,2004/02/27,-,ケイエスエス販売,［原作者］ニトロプラス,http://mediaarts-db.jp/an/anime_series/9156
ANS000531900,OVA,東京大学物語,トウキョウダイガクモノガタリ,2004/12/10,-,h.m.p,江川達也,http://mediaarts-db.jp/an/anime_series/9160
ANS000532000,OVA,東京大学物語,トウキョウダイガクモノガタリ,2004/03/30,-,セガ,江川達也,http://mediaarts-db.jp/an/anime_series/9162
ANS000532400,OVA,インタールード,インタールード,2004/03/25,-,ハピネット・ピクチャーズ　／　東映アニメーション,［原作者］ロングショット　／　［原作者］NECインターチャネル,http://mediaarts-db.jp/an/anime_series/9165
ANS000532500,OVA,らいむいろ戦奇譚 ～南国夢浪漫,ライムイロセンキタン ～ナンゴクユメロマン,2004/04/23,-,ケイエスエス販売,［原作・シリーズ構成］あかほりさとる,http://mediaarts-db.jp/an/anime_series/9167
ANS000532800,OVA,夏色の砂時計,ナツイロノスナドケイ,2004/04/23,-,ケイエスエス販売,［原作者］PrincessSoft,http://mediaarts-db.jp/an/anime_series/9170
ANS000533300,OVA,HAPPY☆LESSON The Final,ハッピーレッスンザファイナル,2004/05/28,-,ケイエスエス,［原作者］ささきむつみ　／　［原作者］電撃G’s magazine（メディアワークス刊）,http://mediaarts-db.jp/an/anime_series/9176
ANS000533000,OVA,蒼い海のトリスティア,アオイウミノトリスティア,2004/04/23,-,クロックワークス,［原作者］工画堂スタジオ　／　［原作者］くまさんちーむ,http://mediaarts-db.jp/an/anime_series/9173
ANS000533500,OVA,メモリーズオフ 3.5 祈りの届く刻…,メモリーズオフ　3.5　イノリノトドクトキ…,2004/10/20,-,サイトロン・デジタルコンテンツ,KID,http://mediaarts-db.jp/an/anime_series/9180
ANS000533700,OVA,メモリーズオフ3.5 想い出の彼方へ,メモリーズオフ　3.5　オモイデノカナタヘ,2004/06/23,-,サイトロン・デジタルコンテンツ,KID,http://mediaarts-db.jp/an/anime_series/9183
ANS000533800,OVA,STRATOS4 SPECIAL FAN DISC II,ストラトス・フォー スペシャル　ファンディスク II,2004/12/23,-,バンダイビジュアル,スタジオ・ファンタジア,http://mediaarts-db.jp/an/anime_series/9186
ANS000534400,OVA,コゼットの肖像 Vol.0 ＜限定生産＞,コゼットノショウゾウ　Vol.0 ＜ゲンテイセイサン＞,2004/01/01,-,アニプレックス,アニプレックス/童夢,http://mediaarts-db.jp/an/anime_series/9192
ANS000534300,OVA,Portrait de Petit Cossette 『コゼットの肖像』,ポートレート デ プティ コゼット コゼットノショウゾウ,2004/05/26,-,アニプレックス,［原作者］COSSETTE HOUSE　／　［原作者］ANIPLEX,http://mediaarts-db.jp/an/anime_series/9188
ANS000534700,OVA,Wind -a breath of heart-,ウィンド アバーズオブハート,2004/06/25,-,ケイエスエス,［原案］minori,http://mediaarts-db.jp/an/anime_series/9194
ANS000534800,OVA,Wind -a breath of heart- 先行特別版 Serial No.0,ウインド　-ア　ブレス　オブ　ハート-　センコウトクベツバン　シリアル No.0,2004/05/28,-,ケイエスエス,minori,http://mediaarts-db.jp/an/anime_series/9198
ANS000535200,OVA,低俗霊DAYDREAM,テイゾクレイデイドリーム,2004/06/25,-,バンダイビジュアル,［原作者］奥瀬サキ　／　［原作者］目黒三吉,http://mediaarts-db.jp/an/anime_series/9200
ANS000535500,OVA,炎の蜃気楼 -みなぎわの反逆者-,ホノオノミラージュ　-ミナギワノハンギャクシャ-,2004/11/26,-,アニプレックス,桑原水菜（集英社/コバルト文庫刊）,http://mediaarts-db.jp/an/anime_series/9205
ANS000536200,OVA,Prayers ツメタイコエ,プレイヤーズ ツメタイコエ,2004/08/06,-,イキナエンタテイメント・Softgarage・JSDSS,池田裕幾,http://mediaarts-db.jp/an/anime_series/9211
ANS000536100,OVA,新ゲッターロボ,シンゲッターロボ,2004/07/23,2004/12/23,バンダイビジュアル,［原作者］永井豪　／　［原作者］石川賢,http://mediaarts-db.jp/an/anime_series/9209
ANS000536500,OVA,あじさいの唄,アジサイノウタ,2004/10/21,-,ソフト・オン・デマンド,・原作／森栗丸,http://mediaarts-db.jp/an/anime_series/9214
ANS000536600,OVA,ナースウィッチ小麦ちゃん マジカルてZ,ナースウィッチコムギチャン マジカルテゼット,2004/09/10,-,ジェネオン・エンタテインメント,-,http://mediaarts-db.jp/an/anime_series/9219
ANS000536700,OVA,サクラ大戦 ル・ヌーヴォー・巴里,サクラタイセン ルヌーヴォーパリ,2004/10/20,-,セガ,-,http://mediaarts-db.jp/an/anime_series/9222
ANS000537000,OVA,TALES OF PHANTASIA THE ANIMATION,テイルズオブファンタジアジアニメーション,2004/11/25,-,フロンティアワークス　／　ジェネオン・エンタテインメント,［原作者］株式会社ナムコ（家庭用ビデオゲーム「テイルズ オブ ファンタジア」）,http://mediaarts-db.jp/an/anime_series/9226
ANS000537200,TV,まじかるカナン,マジカルカナン,2005/01/01,2005/03/26,-,-,http://mediaarts-db.jp/an/anime_series/9231
ANS000537500,TV,Starship Operators,スターシップオペレーターズ,2005/01/05,2005/03/30,-,-,http://mediaarts-db.jp/an/anime_series/9237
ANS000537400,TV,DIGITALMONSTER X-EVOLUTION,デジタルモンスター ゼヴォリューション,2005/01/03,-,-,本郷あきよし,http://mediaarts-db.jp/an/anime_series/9235
ANS000537300,劇場,Yu-Gi-Oh!  THE MOVIE,ユウギオウ ザ ムービー,2004/08/13,-,米ワーナー,高橋和希 スタジオ・ダイス(集英社「週刊少年ジャンプ」),http://mediaarts-db.jp/an/anime_series/9233
ANS000537700,TV,Xenosaga THE ANIMATION,ゼノサーガ ザ アニメーション,2005/01/06,2005/03/24,-,・原作／株式会社ナムコ,http://mediaarts-db.jp/an/anime_series/9241
